LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2024-03-22 18:58:43,1900-01-00 00:00:00,,00:E6:3A:6E:D1:60,-50, ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:44,1900-01-00 00:00:00,,7E:66:AA:BC:0E:F7,-69,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,00:E6:3A:6E:D1:60,-55, WPA ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,,A8:0B:FB:49:02:20,-81, ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,,A8:0B:FB:49:02:20,-81, WPA ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,,A8:0B:FB:49:02:20,-82, WPA ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,-45,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,-45,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,-45,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,A8:0B:FB:49:02:20,-81, WPA ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,-54, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,,A8:0B:FB:49:02:20,-81, WPA ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,-52, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,STJC_GENTS,00:E6:3A:6E:D1:60,0, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,-45,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,-45,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,-45,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,0,,0.000000,0.000000,0.000,0.000,Client
2024-03-22 18:58:46,1900-01-00 00:00:00,,AA:8F:66:73:8E:91,-44,,0.000000,0.000000,0.000,0.000,Client
